Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas NA,Vendas EU,Vendas JP,Outras vendas,Vendas globais,Pontuacao da critica,Contagem de criticas,Pontuacao dos usuarios,Contagem de usuarios,Desenvolvedora,Classificacao,Media de pontuacao
The Movies,15,2005.0,8,5,0.01,0.03,0.0,0.01,0.04,84.0,62.0,8.3,131.0,60,3,46.15
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Dynasty Warriors Vol. 2 (JP sales),17,2006.0,9,49,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Crypt Killer,13,1997.0,7,15,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Tokumei Sentai Go-Busters,4,2012.0,9,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,7,2002.0,1,25,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
The Idolm@ster: Must Songs - Red Board / Blue Board,23,2015.0,6,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
FIFA World Cup Germany 2006,4,2006.0,1,8,0.03,0.0,0.0,0.0,0.04,71.0,7.0,7.2,6.0,36,1,39.1
Train Simulator 2016,15,2015.0,8,54,0.0,0.04,0.0,0.0,0.04,0.0,0.0,4.0,8.0,1502,1,2.0
PO'ed,13,1996.0,7,344,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Battle Hunter,13,1999.0,12,163,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Wicked Monster Blast!,1,2011.0,7,149,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Adidas Power Soccer,13,1996.0,1,86,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Supreme Commander: Forged Alliance,15,2007.0,12,29,0.01,0.02,0.0,0.0,0.04,81.0,35.0,8.9,219.0,766,4,44.95
Darklight Conflict,13,1997.0,8,8,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Shin Hayarigami,6,2014.0,11,132,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Warriors Orochi 3,18,2014.0,9,49,0.01,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Dragon Ball: Advanced Adventure,9,2004.0,9,26,0.03,0.01,0.0,0.0,0.04,75.0,7.0,8.5,11.0,118,4,41.75
Art of Fighting 3: The Path of the Warrior,27,1996.0,10,245,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
I'm A Celebrity: Get Me Out of Here!,4,2009.0,6,52,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Konami Arcade Classics,13,1999.0,6,15,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Hunter x Hunter: Wonder Adventure,17,2012.0,9,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Lost Planet 3,15,2013.0,7,13,0.0,0.04,0.0,0.0,0.04,61.0,17.0,6.2,210.0,133,3,33.6
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Ao no Exorcist: Genkoku no Labyrinth,17,2012.0,9,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Echo Night Beyond,7,2004.0,11,236,0.02,0.01,0.0,0.0,0.04,60.0,22.0,8.8,8.0,164,3,34.4
Meteos: Disney Magic,4,2007.0,5,33,0.01,0.02,0.0,0.0,0.04,74.0,36.0,6.6,5.0,678,1,40.3
Minna no Chizu,17,2006.0,6,471,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Doom II: Hell on Earth,9,2002.0,7,5,0.03,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Taikou Risshiden V,17,2009.0,12,49,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Jikkyou Powerful Major League,20,2006.0,1,15,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
NASCAR Heat Evolution,18,2016.0,3,445,0.03,0.0,0.0,0.0,0.04,0.0,0.0,1.6,10.0,1453,1,0.8
Suzumiya Haruhi no Tsuisou,17,2011.0,11,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Beyblade Evolution,11,2013.0,9,71,0.02,0.01,0.0,0.0,0.04,49.0,7.0,6.3,4.0,1433,1,27.65
Ar Nosurge: Ode to an Unborn Star,23,2014.0,4,49,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Castlevania: Lords of Shadow 2,15,2014.0,9,15,0.01,0.03,0.0,0.0,0.04,58.0,16.0,7.7,498.0,358,2,32.85
Greg Hastings' Tournament Paintball Max'd,4,2006.0,7,5,0.03,0.0,0.0,0.0,0.04,39.0,4.0,7.4,10.0,1503,4,23.2
Jikkyou World Soccer 2002,7,2002.0,1,15,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Sleepover Party,1,2009.0,6,6,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Halo: Combat Evolved,15,2003.0,7,2,0.02,0.02,0.0,0.0,0.04,83.0,40.0,7.4,396.0,101,2,45.2
Tenshou Gakuen Gekkouroku,7,2006.0,11,372,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Exist Archive: The Other Side of the Sky,10,2015.0,4,390,0.01,0.0,0.03,0.0,0.04,69.0,13.0,7.9,16.0,237,3,38.45
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Little Red Riding Hood's Zombie BBQ,4,2008.0,7,161,0.03,0.0,0.0,0.0,0.04,68.0,15.0,7.3,8.0,1504,3,37.65
Aquanaut's Holiday: Kakusareta Kiroku,6,2008.0,11,4,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Ragnarok Odyssey,6,2014.0,4,67,0.03,0.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Big Mutha Truckers,9,2005.0,3,85,0.03,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Magical Starsign (JP sales),4,2006.0,4,1,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Assassin's Creed Chronicles: China,10,2015.0,9,6,0.0,0.03,0.0,0.01,0.04,69.0,44.0,6.4,83.0,628,3,37.7
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Worms: Ultimate Mayhem,15,2011.0,12,54,0.0,0.03,0.0,0.0,0.04,66.0,4.0,7.8,48.0,450,4,36.9
Rugby 08,7,2007.0,1,8,0.02,0.01,0.0,0.0,0.04,74.0,21.0,7.4,25.0,36,1,40.7
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Pia Carrot e Youkoso!! 2.5,22,2008.0,11,246,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Caesar IV,15,2006.0,12,24,0.0,0.03,0.0,0.01,0.04,74.0,32.0,7.6,43.0,1505,4,40.8
Sherlock Holmes: Secret of The Silver Earring,1,2010.0,11,83,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Ferrari Challenge Trofeo Pirelli,6,2008.0,3,159,0.0,0.03,0.0,0.01,0.04,71.0,37.0,6.2,26.0,454,1,38.6
Cy Girls,7,2004.0,9,15,0.02,0.01,0.0,0.0,0.04,53.0,28.0,8.8,4.0,45,2,30.9
Ray Gigant,23,2015.0,4,26,0.0,0.0,0.04,0.0,0.04,72.0,14.0,8.1,25.0,248,3,40.05
APB Reloaded,15,2011.0,4,472,0.02,0.01,0.0,0.0,0.04,56.0,12.0,5.7,269.0,1506,2,30.85
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Da Capo I & II Plus Situation Portable,17,2010.0,11,155,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Winning Post 8 ,23,2014.0,3,49,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,4,2010.0,6,59,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Bubble Bobble Double Shot,4,2007.0,5,71,0.03,0.0,0.0,0.0,0.04,50.0,12.0,4.8,4.0,458,1,27.4
Bionicle Heroes,1,2007.0,7,22,0.03,0.0,0.0,0.0,0.04,52.0,7.0,5.8,5.0,51,4,28.9
Harry Potter and the Order of the Phoenix,15,2007.0,9,8,0.0,0.03,0.0,0.0,0.04,63.0,11.0,7.1,34.0,108,4,35.05
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Monster Hunter Frontier Online: Season 9.0,5,2010.0,4,13,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
C.O.R.E.,4,2009.0,7,331,0.03,0.0,0.0,0.0,0.04,44.0,16.0,6.9,19.0,1507,2,25.45
Garfield: The Search for Pooky,9,2003.0,2,103,0.03,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Galaxy Fight,24,1994.0,10,241,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Super Hero Generation,23,2014.0,4,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Chaos Wars,7,2006.0,12,324,0.0,0.0,0.04,0.0,0.04,64.0,9.0,6.9,9.0,1226,3,35.45
Steambot Chronicles,7,2005.0,4,12,0.02,0.01,0.0,0.0,0.04,74.0,35.0,8.2,17.0,944,3,41.1
Mr. Driller,13,1999.0,5,26,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Toki no Kizuna: Sekigahara Kitan,17,2012.0,9,324,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Norn9: Norn + Nonette,17,2013.0,11,324,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,4,2007.0,11,59,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,7,2008.0,6,59,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Scaler,20,2004.0,2,3,0.03,0.01,0.0,0.0,0.04,69.0,11.0,7.3,8.0,251,1,38.15
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Chaos;Head Noah,5,2009.0,11,358,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Scarface: The World is Yours,15,2006.0,9,24,0.01,0.02,0.0,0.0,0.04,73.0,18.0,7.5,57.0,312,2,40.25
Tears to Tiara Anecdotes: The Secret of Avalon,6,2009.0,12,316,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Legasista,6,2012.0,4,132,0.0,0.0,0.04,0.0,0.04,68.0,13.0,6.3,15.0,1509,3,37.15
Fatal Fury: Battle Archives Volume 1,7,2006.0,10,154,0.02,0.01,0.0,0.0,0.04,68.0,22.0,8.3,4.0,776,3,38.15
Logic Machines,4,2009.0,5,87,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Harry Potter and the Prisoner of Azkaban,15,2004.0,9,8,0.0,0.03,0.0,0.0,0.04,67.0,19.0,7.2,50.0,1414,1,37.1
Nobunaga's Ambition II,11,2015.0,12,49,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,17,2009.0,11,49,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
OutRun 2006: Coast 2 Coast,17,2006.0,3,9,0.03,0.01,0.0,0.0,0.04,82.0,31.0,8.1,14.0,130,1,45.05
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,6,2016.0,6,49,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Rhapsody: A Musical Adventure,13,1998.0,4,132,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Music Maker: Rockstar,7,2009.0,6,221,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",4,2008.0,6,67,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Without Warning,7,2005.0,7,13,0.02,0.01,0.0,0.0,0.04,45.0,25.0,6.5,8.0,1510,2,25.75
Formula 1 06,7,2006.0,3,4,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Fighting Vipers 2,22,2000.0,10,9,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Richard Burns Rally,15,2004.0,3,114,0.0,0.03,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Napoleon Dynamite: The Game,17,2007.0,5,68,0.03,0.0,0.0,0.0,0.04,37.0,14.0,4.6,7.0,642,4,20.8
Beatdown: Fists of Vengeance,14,2005.0,9,13,0.03,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Saints Row 2,15,2009.0,9,29,0.0,0.03,0.0,0.01,0.04,72.0,24.0,6.8,380.0,1511,2,39.4
Enchanted Arms (JP sales),6,2007.0,4,6,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Trine 2,15,2011.0,2,83,0.0,0.03,0.0,0.01,0.04,84.0,55.0,8.4,667.0,1512,4,46.2
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Onsei Kanjou Sokuteiki: Kokoro Scan,4,2007.0,6,9,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Sid Meier's Railroads!,15,2006.0,8,3,0.01,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Clock Zero: Shuuen no Ichibyou Portable,17,2011.0,11,324,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Trick x Logic: Season 2,17,2010.0,11,4,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
San Goku Shi DS 3,4,2010.0,12,49,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Hakuouki: Zuisouroku,7,2009.0,11,324,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Derby Tsuku 5: Derby Uma o Tsukurou!,7,2006.0,1,9,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Jikkyou Powerful Major League 2009,1,2009.0,1,15,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Teenage Zombies: Invasion of the Alien Brain Thingys,4,2008.0,11,154,0.03,0.0,0.0,0.0,0.04,67.0,30.0,8.2,29.0,1513,4,37.6
SD Gundam Force: Showdown!,7,2004.0,7,26,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,7,2006.0,11,15,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Ailu de Puzzle,17,2012.0,9,13,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Transport Fever,15,2016.0,8,280,0.0,0.03,0.0,0.0,0.04,70.0,11.0,7.0,28.0,1514,0,38.5
True Pinball,13,1996.0,6,84,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Homefront: The Revolution,15,2016.0,7,42,0.01,0.02,0.0,0.0,0.04,54.0,48.0,3.5,284.0,757,2,28.75
Stadium Games,9,2003.0,1,154,0.03,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
RLH: Run Like Hell,14,2003.0,7,292,0.03,0.01,0.0,0.0,0.04,55.0,22.0,8.0,5.0,1237,2,31.5
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Phantasy Star Online 2 Episode 4: Deluxe Package,10,2017.0,4,9,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
J-League Pro Striker 2,21,1994.0,1,9,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Obscure,14,2004.0,11,474,0.03,0.01,0.0,0.0,0.04,66.0,29.0,8.4,9.0,1012,2,37.2
Mahjong Taikai,4,2004.0,6,49,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Super Robot Taisen: Scramble Commander the 2nd,7,2007.0,12,57,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Just Dance 2017,18,2016.0,6,6,0.03,0.0,0.0,0.0,0.04,75.0,5.0,8.0,6.0,32,4,41.5
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Stranger of Sword City,23,2015.0,4,132,0.02,0.0,0.0,0.01,0.04,71.0,24.0,8.0,30.0,1038,3,39.5
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Espgaluda II Black Label,5,2010.0,7,361,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Hot Potato!,9,2001.0,9,177,0.03,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
The Croods: Prehistoric Party!,11,2013.0,6,59,0.01,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
World of Goo,15,2008.0,5,475,0.0,0.03,0.0,0.01,0.04,90.0,26.0,8.5,607.0,1515,1,49.25
Kiniro no Corda 2 f,17,2009.0,4,49,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Pro Evolution Soccer 2017,5,2016.0,1,15,0.01,0.02,0.0,0.0,0.04,0.0,0.0,6.5,17.0,70,1,3.25
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Deception III: Dark Delusion,13,1999.0,4,49,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Warhammer: The End Times - Vermintide,10,2016.0,9,476,0.01,0.02,0.0,0.01,0.04,0.0,0.0,0.0,0.0,0,0,0.0
DoraMoji: Nobita no Kanji Daisakusen,11,2015.0,6,270,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Secret Files 2: Puritas Cordis,15,2009.0,11,42,0.0,0.03,0.0,0.0,0.04,64.0,14.0,7.1,17.0,1516,3,35.55
Half-Minute Hero 2,17,0.0,4,71,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Monster Kingdom: Jewel Summoner,17,2006.0,4,4,0.0,0.0,0.04,0.0,0.04,66.0,25.0,6.8,6.0,1517,3,36.4
Railroad Tycoon 3,15,2003.0,12,213,0.0,0.03,0.0,0.0,0.04,80.0,19.0,7.7,57.0,1492,1,43.85
Kuroshitsuji: Phantom & Ghost,4,2009.0,9,16,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,4,2010.0,4,121,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Macross ? Scramble,23,2016.0,9,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,17,2010.0,11,444,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Tao Adventure: Curse Demon,4,2005.0,4,15,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
"My World, My Way (US sales)",4,2008.0,4,395,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
S.T.A.L.K.E.R.: Clear Sky,15,2008.0,7,42,0.0,0.03,0.0,0.01,0.04,75.0,47.0,7.7,478.0,1400,2,41.35
Black Stone: Magic & Steel,14,2003.0,4,29,0.03,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
NHRA Drag Racing: Countdown to the Championship,7,2007.0,3,29,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Sins of a Solar Empire: Trinity,15,2010.0,12,207,0.0,0.03,0.0,0.01,0.04,0.0,0.0,7.9,19.0,1518,3,3.95
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Harukanaru Toki no Naka de: Maihitoyo,7,2006.0,11,49,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Painkiller: Hell Wars,14,2006.0,7,320,0.03,0.01,0.0,0.0,0.04,68.0,33.0,7.4,16.0,1519,2,37.7
Housekeeping,4,0.0,9,0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
My Hero Academia: Battle for All,11,2016.0,9,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
FunkMaster Flex's Digital Hitz Factory,7,2003.0,6,134,0.02,0.01,0.0,0.0,0.04,71.0,6.0,8.9,10.0,506,1,39.95
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,4,2007.0,3,85,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Sangoku Koi Senki: Otome no Heihou!,17,2012.0,11,437,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Castlevania Bloodlines,21,1994.0,2,15,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Hakuouki: Zuisouroku DS,4,2011.0,11,324,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Detective Conan: Prelude from the Past,17,2012.0,9,26,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
100 Classic Games,4,2011.0,6,144,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.0,0.0,1520,0,0.0
Luminous Arc 3,4,2009.0,4,215,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
Adventure Time: Explore the Dungeon Because I Don't Know!,19,2013.0,9,59,0.02,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0,0,0.0
World in Conflict,15,2007.0,12,24,0.0,0.03,0.0,0.01,0.04,89.0,44.0,8.1,301.0,89,3,48.55
XBLAZE Code: Embryo,6,2013.0,11,222,0.02,0.0,0.01,0.01,0.04,0.0,0.0,7.1,14.0,497,2,3.55
The Legend of Heroes: Trails in the Sky SC Evolution,23,2015.0,4,275,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
FabStyle,11,2011.0,12,49,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Astrology DS,4,2009.0,6,42,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0,0,0.0
Zenkoku Dekotora Matsuri,1,2008.0,3,164,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0,0,0.0
Cooking Mama: My Sweets Shop,11,2014.0,8,478,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0,0,0.0
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,11,2016.0,9,26,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Onechanbara Z Kagura,6,2013.0,9,59,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0,0,0.0
Dead or Alive Xtreme 3: Venus,23,2016.0,1,49,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0,0,0.0
